Track name,Artist name,Album,Spotify Popularity,Spotify Release Date,Spotify Release Year,Track Age,Tags,Genres,bpm,energy,danceability,mood,Track Artist,Update_date
capaz (merengueton),Alleh,LA CIUDAD,84.0,2024-12-24,2024,1,"'merengueton', 'Reggaeton'",,126.0,0.2886,1.4695,energetic,capaz (merengueton) Alleh,2025/12/05
Qué Pasaría...,Rauw Alejandro,Cosa Nuestra,88.0,2024-11-15,2024,1,'Reggaeton',,105.0,0.2573,1.3352,neutral,Qué Pasaría... Rauw Alejandro,2025/12/05
blue,yung kai,"stay with the ocean, i'll find you",84.0,2024-08-02,2024,1,"'chill', 'melodic', 'soft', 'Love', 'rnb'",,98.0,0.1708,0.9313,neutral,blue yung kai,2025/12/05
Dom Nad Wodą,Pezet,Muzyka Komercyjna (Deluxe),65.0,2022-12-23,2022,3,"'Hip-Hop', 'rap', 'polish', 'Polski Hip Hop', 'polish hip-hop'","'Hip-Hop', 'rap'",91.0,0.2674,1.1589,neutral,Dom Nad Wodą Pezet,2025/12/05
KOCHASZ?,Sobel,NAPISZ JAK BĘDZIESZ,63.0,2025-04-24,2025,0,"'polish', 'Hip-Hop', 'poland', 'trap', 'rap'","'Hip-Hop', 'trap', 'rap'",120.0,0.257,1.0725,bright,KOCHASZ? Sobel,2025/12/05
dopóki się nie znüdzisz,MIÜ,dopóki się nie znüdzisz,75.0,2025-08-08,2025,0,"'Hip-Hop', 'rap', 'polish', 'poland', 'polskie'","'Hip-Hop', 'rap'",115.0,0.2359,1.2642,bright,dopóki się nie znüdzisz MIÜ,2025/12/05
CASABLANCA,Sentino,King Sento 2,65.0,2025-05-01,2025,0,"'german', 'rap', 'Deutschrap', 'german hiphop', 'hip hop'",'rap',129.0,0.2967,1.2722,energetic,CASABLANCA Sentino,2025/12/05
KAMIKAZE,Mata,2039: ZŁOTE PIASKI,74.0,2025-08-14,2025,0,"'polish', 'Hip-Hop', 'poland', 'Polish RAP', 'rap'","'Hip-Hop', 'rap'",91.0,0.257,1.3726,neutral,KAMIKAZE Mata,2025/12/05
CAŁE LATO,Sobel,NAPISZ JAK BĘDZIESZ,69.0,2025-04-24,2025,0,"'polish', 'Hip-Hop', 'poland', 'trap', 'rap'","'Hip-Hop', 'trap', 'rap'",99.0,0.2223,1.0939,neutral,CAŁE LATO Sobel,2025/12/05
Multisport,Kaz Bałagane,A nie mówiłem?,65.0,2024-10-04,2024,1,"'rap', 'Hip-Hop', 'polish', 'polish hip-hop', 'trap'","'rap', 'Hip-Hop', 'trap'",140.0,0.2359,1.2856,energetic,Multisport Kaz Bałagane,2025/12/05
up! up! up!,Mata,intro + up! up! up!,63.0,2025-01-20,2025,0,"'polish', 'Hip-Hop', 'poland', 'Polish RAP', 'rap'","'Hip-Hop', 'rap'",161.0,0.1988,1.0638,energetic,up! up! up! Mata,2025/12/05
CHA CHA,Sobel,NAPISZ JAK BĘDZIESZ,64.0,2025-04-24,2025,0,"'polish', 'Hip-Hop', 'poland', 'trap', 'rap'","'Hip-Hop', 'trap', 'rap'",110.0,0.1165,1.1655,bright,CHA CHA Sobel,2025/12/05
Miss Dior,MODELKI,Miss Dior,65.0,2025-04-03,2025,0,"'pop', 'polish', 'booba', 'hip-hopolo', 'piotr krasko w swojej mazurskiej posiadlosci'",'pop',129.0,0.2295,1.2901,energetic,Miss Dior MODELKI,2025/12/05
Z TYŁU GŁOWY,Sobel,NAPISZ JAK BĘDZIESZ,61.0,2025-04-24,2025,0,"'polish', 'Hip-Hop', 'poland', 'trap', 'rap'","'Hip-Hop', 'trap', 'rap'",96.0,0.2541,1.1698,neutral,Z TYŁU GŁOWY Sobel,2025/12/05
Show Me Love,WizTheMc,YEBO,85.0,2025-02-07,2025,0,"'Chill House', 'House', 'afrohouse'",'House',144.0,0.3076,1.2826,energetic,Show Me Love WizTheMc,2025/12/05
Santa Cruz,Ekipa,Santa Cruz,65.0,2025-06-08,2025,0,"'pop', 'rap', 'poland', 'hip hop', 'Polish RAP'","'pop', 'rap'",123.0,0.1883,1.3166,energetic,Santa Cruz Ekipa,2025/12/05
TAK TO LATA (feat. Tuszol),Bungee,TAK TO LATA (feat. Tuszol),68.0,2025-07-03,2025,0,"'rap', 'polish'",'rap',140.0,0.2643,1.2594,energetic,TAK TO LATA (feat. Tuszol) Bungee,2025/12/05
Sophia Loren,Tymek,Popularne,63.0,2021-08-12,2021,4,"'Hip-Hop', 'psy', 'trap', 'rap', 'electronic'","'Hip-Hop', 'trap', 'rap', 'electronic'",126.0,0.2765,1.0972,energetic,Sophia Loren Tymek,2025/12/05
300 BANIEK,Otsochodzi,TTHE GRIND (DELUXE),60.0,2025-01-30,2025,0,"'rap', 'pop rap', 'polish', 'Hip-Hop', 'boom bap'","'rap', 'pop rap', 'Hip-Hop'",148.0,0.2444,1.3609,energetic,300 BANIEK Otsochodzi,2025/12/05
Ground Zero,PRO8L3M,Ground Zero Mixtape,66.0,2018-03-16,2018,7,"'rap', 'Hip-Hop', 'polish', 'hip hop', 'Polish RAP'","'rap', 'Hip-Hop'",144.0,0.2558,1.1787,energetic,Ground Zero PRO8L3M,2025/12/05
NIENAWIDZĘ BYĆ W KLUBIE,GOMBAO 33,NIENAWIDZĘ BYĆ W KLUBIE,61.0,2025-02-14,2025,0,"'polish', 'poland', 'polskie'",,120.0,0.271,1.2007,neutral,NIENAWIDZĘ BYĆ W KLUBIE GOMBAO 33,2025/12/05
Bad Dreams,Teddy Swims,I've Tried Everything But Therapy (Part 2),80.0,2024-09-13,2024,1,"'pop', 'american', 'linedance catalan', 'pan', 'gtst'",'pop',126.0,0.2911,1.0457,energetic,Bad Dreams Teddy Swims,2025/12/05
VHS,PRO8L3M,PRO8L3M,67.0,2016-06-02,2016,9,"'rap', 'Hip-Hop', 'polish', 'hip hop', 'Polish RAP'","'rap', 'Hip-Hop'",123.0,0.2628,1.3965,energetic,VHS PRO8L3M,2025/12/05
Bailando,Bajorson,Bailando,67.0,2025-11-18,2025,0,"'rap', 'hip hop', 'poland', 'polish', 'polskie'",'rap',140.0,0.1999,1.2652,energetic,Bailando Bajorson,2025/12/05
Molly,PRO8L3M,PRO8L3M,66.0,2016-06-02,2016,9,"'rap', 'Hip-Hop', 'polish', 'hip hop', 'Polish RAP'","'rap', 'Hip-Hop'",140.0,0.2458,1.3161,energetic,Molly PRO8L3M,2025/12/05
CZEMU NIE ŚPISZ?,bambi,TRAP OR DIE,55.0,2024-10-10,2024,1,"'Soundtrack', 'Disney', 'musical', 'pop', 'melodic hard rock'","'Soundtrack', 'Disney', 'pop'",133.0,0.2078,1.283,energetic,CZEMU NIE ŚPISZ? bambi,2025/12/05
KIEROWNIK,Kizo,KIEROWNIK,65.0,2025-02-05,2025,0,"'polish', 'rap', 'Hip-Hop', 'hip hop', 'Gangsta Rap'","'rap', 'Hip-Hop', 'Gangsta Rap'",152.0,0.315,1.2759,energetic,KIEROWNIK Kizo,2025/12/05
The Days - NOTION Remix,Chrystal,The Days (NOTION Remix),86.0,2024-11-08,2024,1,"'deep house', 'House', 'UK Garage'","'deep house', 'House', 'UK Garage'",140.0,0.2525,1.1209,energetic,The Days - NOTION Remix Chrystal,2025/12/05
Schodki,Mata,100 dni do matury,65.0,2020-01-17,2020,5,"'polish', 'Hip-Hop', 'poland', 'Polish RAP', 'rap'","'Hip-Hop', 'rap'",157.0,0.1675,1.2289,energetic,Schodki Mata,2025/12/05
Miłość jest ślepa,sanah,Kaprysy,63.0,2024-06-13,2024,1,"'polish', 'indie pop', 'indie', 'female vocalists', 'pop'","'indie pop', 'pop'",157.0,0.2428,1.1437,energetic,Miłość jest ślepa sanah,2025/12/05
kyoto,Kuban,FUGAZI,69.0,2025-02-28,2025,0,"'rap', 'cloud rap', 'kuban', 'Hip-Hop', 'polish'","'rap', 'Hip-Hop'",123.0,0.2286,1.1593,energetic,kyoto Kuban,2025/12/05
LOLA,Żabson,HOLLYWOOD SMILE,62.0,2025-03-20,2025,0,"'rap', 'Hip-Hop', 'frogson', 'quequality', 'Rap undergroun hip-hop'","'rap', 'Hip-Hop'",144.0,0.3388,1.1846,energetic,LOLA Żabson,2025/12/05
„Tak to leciało!”,Otsochodzi,TTHE GRIND,64.0,2024-04-04,2024,1,"'rap', 'pop rap', 'polish', 'Hip-Hop', 'boom bap'","'rap', 'pop rap', 'Hip-Hop'",136.0,0.2313,1.5203,energetic,„Tak to leciało!” Otsochodzi,2025/12/05
WOW,Fagata,WOW,61.0,2025-03-28,2025,0,"'poland', 'polish', 'sexy', 'rap', 'booba'",'rap',161.0,0.2152,1.466,energetic,WOW Fagata,2025/12/05
TU CON CHI FAI L'AMORE,The Kolors,TU CON CHI FAI L'AMORE,62.0,2025-02-12,2025,0,"'italian', 'funk', 'pop', 'electronic', 'electronic rock'","'funk', 'pop', 'electronic', 'electronic rock'",133.0,0.2362,1.2292,energetic,TU CON CHI FAI L'AMORE The Kolors,2025/12/05
BATTITO,Fedez,BATTITO,63.0,2025-02-12,2025,0,"'italian', 'pop rap', 'hip house', 'pop', 'Hip-Hop'","'pop rap', 'hip house', 'pop', 'Hip-Hop'",140.0,0.3054,1.1917,energetic,BATTITO Fedez,2025/12/05
Balorda nostalgia,Olly,Balorda nostalgia,69.0,2025-02-12,2025,0,"'italian', 'hip hop', 'Italy', 'italian pop', 'Rapper'",,110.0,0.2208,0.9796,bright,Balorda nostalgia Olly,2025/12/05
CUORICINI,Coma_Cose,CUORICINI,58.0,2025-02-12,2025,0,"'italian', 'indie', 'pop', 'itpop', 'hip hop'",'pop',133.0,0.2963,1.0956,energetic,CUORICINI Coma_Cose,2025/12/05
Ora che non ho più te,Cesare Cremonini,ALASKA BABY,68.0,2024-11-28,2024,1,"'italian', 'pop', 'italian pop', 'cantautori', 'singer-songwriter'",'pop',117.0,0.2555,1.0706,neutral,Ora che non ho più te Cesare Cremonini,2025/12/05
Grazie ma no grazie,Willie Peyote,Grazie ma no grazie,50.0,2025-02-12,2025,0,"'rap', 'hip hop', 'Hip-Hop', 'italian', 'Cantautore'","'rap', 'Hip-Hop'",115.0,0.2534,1.2332,neutral,Grazie ma no grazie Willie Peyote,2025/12/05
Baller,Abor & Tynna,Bittersüß,66.0,2025-02-14,2025,0,"'pop', 'electronic', 'austrian', 'electropop', 'Hip-Hop'","'pop', 'electronic', 'electropop', 'Hip-Hop'",140.0,0.2442,1.2541,energetic,Baller Abor & Tynna,2025/12/05
il ritmo delle cose.,Rkomi,il ritmo delle cose.,55.0,2025-02-12,2025,0,"'rap', 'hip hop', 'trap', 'italian', 'Hip-Hop'","'rap', 'trap', 'Hip-Hop'",112.0,0.2895,1.1877,neutral,il ritmo delle cose. Rkomi,2025/12/05
American Idiot,Green Day,American Idiot,82.0,2004-09-21,2004,21,"'punk rock', 'rock', 'punk', 'alternative', 'green day'","'rock', 'punk', 'alternative'",123.0,0.2247,1.0544,energetic,American Idiot Green Day,2025/12/05
Bara Bada Bastu,KAJ,Bara Bada Bastu,67.0,2025-02-21,2025,0,"'pop', 'All', 'synthpop', 'electronic', 'humour'","'pop', 'synthpop', 'electronic'",105.0,0.101,1.0849,neutral,Bara Bada Bastu KAJ,2025/12/05
Puoi (feat. Pinguini Tattici Nucleari),Fulminacci,Infinito +1,59.0,2024-01-12,2024,1,"'pop', 'indie', 'italian', 'italian male vocalists', 'sanremo 2021'",'pop',99.0,0.2464,1.2465,bright,Puoi (feat. Pinguini Tattici Nucleari) Fulminacci,2025/12/05
Somebody Told Me,The Killers,Hot Fuss,83.0,2004,2004,21,"'rock', 'indie rock', 'indie', 'alternative', 'The Killers'","'rock', 'indie rock', 'alternative'",136.0,0.2837,0.9654,energetic,Somebody Told Me The Killers,2025/12/05
RAGNI,Tananai,CALMOCOBRA,55.0,2024-10-17,2024,1,"'italian', 'indie', 'indie pop', 'urban', 'alternative hip-hop'",'indie pop',117.0,0.2543,1.0354,bright,RAGNI Tananai,2025/12/05
"La Mia Parola (feat. Guè, Joshua, Tormento)",Shablo,"La Mia Parola (feat. Guè, Joshua, Tormento)",59.0,2025-07-03,2025,0,"'argentinian', 'hip hop', 'argentina', 'jazz', 'argentinan'",'jazz',123.0,0.2661,1.2219,energetic,"La Mia Parola (feat. Guè, Joshua, Tormento) Shablo",2025/12/05
Gives You Hell,The All-American Rejects,When The World Comes Down,70.0,2008-01-01,2008,17,"'rock', 'alternative', 'pop rock', 'alternative rock', 'catchy'","'rock', 'alternative', 'alternative rock'",99.0,0.1713,1.0791,bright,Gives You Hell The All-American Rejects,2025/12/05
Non ti dimentico,Modà,Non ti dimentico,54.0,2025-02-12,2025,0,"'italian', 'pop rock', 'pop', 'rock', 'love song'","'pop', 'rock'",120.0,0.2584,0.9941,neutral,Non ti dimentico Modà,2025/12/05
DAMME 'NA MANO,Tony Effe,DAMME 'NA MANO,52.0,2025-02-12,2025,0,"'trap', 'italian', 'Hip-Hop', 'rap', 'hip hop'","'trap', 'Hip-Hop', 'rap'",126.0,0.1937,0.9854,energetic,DAMME 'NA MANO Tony Effe,2025/12/05
50 Special,Lùnapop,...Squérez?,60.0,1999-11-30,1999,26,"'italian', 'pop', 'italian pop', 'italiana', '00s'",'pop',161.0,0.2493,1.008,energetic,50 Special Lùnapop,2025/12/05
Romantico Ma Muori,Pinguini Tattici Nucleari,Romantico Ma Muori,53.0,2024-09-13,2024,1,"'italian', 'indie', 'singer-songwriter', 'pop', 'podcast'",'pop',161.0,0.2527,1.1776,energetic,Romantico Ma Muori Pinguini Tattici Nucleari,2025/12/05
NERO GOTICO,CLARA,PRIMO,52.0,2024-02-16,2024,1,"'pop', 'italian', 'urban', 'electropop', 'dance pop'","'pop', 'electropop', 'dance pop'",148.0,0.3197,1.2077,energetic,NERO GOTICO CLARA,2025/12/05
Per due come noi,Olly,Per due come noi,71.0,2024-10-25,2024,1,"'italian', 'hip hop', 'Italy', 'italian pop', 'Rapper'",,98.0,0.1901,1.0499,bright,Per due come noi Olly,2025/12/05
Gdy samotnie pędzę,Stach Bukowski,Kino sercowo-rozrywkowe,25.0,2023-10-27,2023,2,"'polish', 'rock', 'indie'",'rock',123.0,0.2543,1.0998,energetic,Gdy samotnie pędzę Stach Bukowski,2025/12/05
Cabriolet Panorama,The Kolors,Cabriolet Panorama,49.0,2021-04-29,2021,4,"'italian', 'funk', 'pop', 'electronic', 'electronic rock'","'funk', 'pop', 'electronic', 'electronic rock'",115.0,0.282,1.3316,bright,Cabriolet Panorama The Kolors,2025/12/05
San Luca (feat. Luca Carboni),Cesare Cremonini,ALASKA BABY,34.0,2025-11-21,2025,0,"'italian', 'pop', 'italian pop', 'cantautori', 'singer-songwriter'",'pop',140.0,0.1737,0.9256,energetic,San Luca (feat. Luca Carboni) Cesare Cremonini,2025/12/05
La tana del granchio,Bresh,La tana del granchio,59.0,2025-02-12,2025,0,"'rap', 'hip hop', 'Hip-Hop', 'italian', 'trap'","'rap', 'Hip-Hop', 'trap'",117.0,0.2214,1.0118,neutral,La tana del granchio Bresh,2025/12/05
Romance Isn't Dead,Chris Noah,Romance Isn't Dead,25.0,2025-01-10,2025,0,"'latvian', 'Eurovision'",,105.0,0.0603,1.0528,bright,Romance Isn't Dead Chris Noah,2025/12/05
Oh Mamma Mia (feat. Rose Villain),Guè,Tropico Del Capricorno,63.0,2025-01-10,2025,0,"'rap', 'Hip-Hop', 'italian', 'Gangsta Rap', 'italian hip-hop'","'rap', 'Hip-Hop', 'Gangsta Rap'",101.0,0.3216,1.365,neutral,Oh Mamma Mia (feat. Rose Villain) Guè,2025/12/05
Logico #1,Cesare Cremonini,Logico,38.0,2014-05-06,2014,11,"'italian', 'pop', 'italian pop', 'cantautori', 'singer-songwriter'",'pop',108.0,0.2543,0.8749,neutral,Logico #1 Cesare Cremonini,2025/12/05
Baciami baciami,Fulminacci,Infinito +1,54.0,2024-01-12,2024,1,"'pop', 'indie', 'italian', 'italian male vocalists', 'sanremo 2021'",'pop',144.0,0.2645,1.1068,energetic,Baciami baciami Fulminacci,2025/12/05
Dimmi tu quando sei pronto per fare l'amore,Vale LP,Dimmi tu quando sei pronto per fare l'amore,41.0,2024-11-27,2024,1,"'Elenco 49 artisti per audizioni Sanremo Giovani 2023', 'Italy'",,112.0,0.2773,1.1618,neutral,Dimmi tu quando sei pronto per fare l'amore Vale LP,2025/12/05
Zostań,Igo,Zostań,45.0,2025-03-13,2025,0,"'synthpop', 'electronic', 'latvian', 'chinese', 'rock'","'synthpop', 'electronic', 'rock'",120.0,0.2395,1.1036,neutral,Zostań Igo,2025/12/05
Pumped Up Kicks,Foster The People,Torches,85.0,2011-05-23,2011,14,"'indie', 'indie pop', 'catchy', 'summer', 'happy'",'indie pop',129.0,0.0657,1.1268,energetic,Pumped Up Kicks Foster The People,2025/12/05
BELLA BALLA,Questo e Quello,BELLA BALLA,18.0,2024-11-12,2024,1,'San Marino',,110.0,0.2194,1.1503,neutral,BELLA BALLA Questo e Quello,2025/12/05
Za Daleko,Mrozu,Złote Bloki,53.0,2022-03-31,2022,3,"'polish', 'pop', 'r&b', 'rnb', ""r'n'b""",'pop',99.0,0.2017,1.1883,neutral,Za Daleko Mrozu,2025/12/05
"You're Gonna Go Far, Kid",The Offspring,"Rise And Fall, Rage And Grace",82.0,2008-06-17,2008,17,"'punk rock', 'rock', 'punk', 'The Offspring', 'dance fucker dance'","'rock', 'punk'",126.0,0.244,1.0505,energetic,"You're Gonna Go Far, Kid The Offspring",2025/12/05
Islanda,Pinguini Tattici Nucleari,Islanda,66.0,2024-12-06,2024,1,"'italian', 'indie', 'singer-songwriter', 'pop', 'podcast'",'pop',117.0,0.2682,1.054,neutral,Islanda Pinguini Tattici Nucleari,2025/12/05
We Don't Have To Dance,Andy Black,The Shadow Side,63.0,2016-03-18,2016,9,"'rock', 'alternative rock', 'emo', 'indie', 'USA'","'rock', 'alternative rock'",148.0,0.1915,1.067,energetic,We Don't Have To Dance Andy Black,2025/12/05
Teenagers,My Chemical Romance,The Black Parade,82.0,2006-10-20,2006,19,"'rock', 'punk rock', 'emo', 'alternative', 'my chemical romance'","'rock', 'alternative'",115.0,0.1323,0.9844,neutral,Teenagers My Chemical Romance,2025/12/05
Pink Skies,Giant Rooks,How Have You Been?,47.0,2024-02-02,2024,1,"'german', 'alternative', 'indie pop', 'indie', 'pop'","'alternative', 'indie pop', 'pop'",91.0,0.2907,1.0698,neutral,Pink Skies Giant Rooks,2025/12/05
Lonely,Palaye Royale,The Bastards,63.0,2020-05-29,2020,5,"'alternative rock', 'alternative', 'glam rock', 'Canadian', 'rock'","'alternative rock', 'alternative', 'glam rock', 'rock'",148.0,0.1642,1.0297,energetic,Lonely Palaye Royale,2025/12/05
Boulevard of Broken Dreams,Green Day,Boulevard of Broken Dreams,80.0,2024-10-25,2024,1,"'rock', 'punk rock', 'green day', 'punk', 'alternative'","'rock', 'punk', 'alternative'",167.0,0.1521,0.9832,energetic,Boulevard of Broken Dreams Green Day,2025/12/05
PRONTO COME VA,The Kolors,PRONTO COME VA,62.0,2025-05-16,2025,0,"'italian', 'funk', 'pop', 'electronic', 'electronic rock'","'funk', 'pop', 'electronic', 'electronic rock'",126.0,0.161,1.2598,energetic,PRONTO COME VA The Kolors,2025/12/05
Mamma Maria,Ricchi E Poveri,Mamma Maria,57.0,1998,1998,27,"'italian', 'pop', '80s', '70s', 'italian pop'",'pop',136.0,0.1636,1.1527,energetic,Mamma Maria Ricchi E Poveri,2025/12/05
Ma quale idea,Pino D'Angiò,...Balla!,63.0,2011-03-15,2011,14,"'italian', 'Disco', 'Italo Disco', 'funk', 'Italy'","'Disco', 'funk'",115.0,0.1932,1.3541,neutral,Ma quale idea Pino D'Angiò,2025/12/05
Thnks fr th Mmrs,Fall Out Boy,Infinity On High,80.0,2007-01-01,2007,18,"'rock', 'pop punk', 'alternative', 'punk rock', 'emo'","'rock', 'pop punk', 'alternative'",152.0,0.1933,1.0295,energetic,Thnks fr th Mmrs Fall Out Boy,2025/12/05
Mr. Brightside,The Killers,Hot Fuss,89.0,2004,2004,21,"'rock', 'indie rock', 'indie', 'alternative', 'alternative rock'","'rock', 'indie rock', 'alternative', 'alternative rock'",148.0,0.3129,0.9438,energetic,Mr. Brightside The Killers,2025/12/05
ALTROVE,Ultimo,ALTROVE,62.0,2024-05-17,2024,1,"'italian', 'singer-songwriter', 'rap', 'acoustic', 'piano pop'",'rap',115.0,0.2846,1.0417,neutral,ALTROVE Ultimo,2025/12/05
505,Arctic Monkeys,Favourite Worst Nightmare,87.0,2007-04-22,2007,18,"'indie rock', 'indie', 'british', 'rock', 'alternative'","'indie rock', 'rock', 'alternative'",140.0,0.2167,1.0172,energetic,505 Arctic Monkeys,2025/12/05
Fuorionda,Jovanotti,Il corpo umano VOL. 1,39.0,2025-01-30,2025,0,"'italian', 'rap', 'pop', 'singer-songwriter', 'Hip-Hop'","'rap', 'pop', 'Hip-Hop'",126.0,0.2619,1.3165,energetic,Fuorionda Jovanotti,2025/12/05
CENERE,Lazza,SIRIO,60.0,2022-04-07,2022,3,"'italian', 'rap', 'trap', 'Hip-Hop', 'alternative hip-hop'","'rap', 'trap', 'Hip-Hop'",120.0,0.2538,1.0866,neutral,CENERE Lazza,2025/12/05
"Sugar, We're Goin Down",Fall Out Boy,From Under The Cork Tree,79.0,2005-05-03,2005,20,"'pop punk', 'rock', 'alternative', 'emo', 'Fall Out Boy'","'pop punk', 'rock', 'alternative'",108.0,0.2477,1.0559,neutral,"Sugar, We're Goin Down Fall Out Boy",2025/12/05
Tear in My Heart,Twenty One Pilots,Blurryface,75.0,2015-05-15,2015,10,"'alternative', 'indie', 'rock', '2015', 'indie pop'","'alternative', 'rock', 'indie pop'",120.0,0.2404,1.0693,bright,Tear in My Heart Twenty One Pilots,2025/12/05
SPA CABARET,bnkr44,TOCCA IL CIELO,45.0,2025-03-20,2025,0,"'indie', 'rap', 'Italy', 'italian pop', 'italian male vocalists'",'rap',103.0,0.3029,1.2171,bright,SPA CABARET bnkr44,2025/12/05
"Dear Maria, Count Me In",All Time Low,"So Wrong, It's Right",79.0,2007-09-25,2007,18,"'pop punk', 'All Time Low', 'alternative', 'punk rock', 'rock'","'pop punk', 'alternative', 'rock'",91.0,0.0822,1.0111,neutral,"Dear Maria, Count Me In All Time Low",2025/12/05
Bam Bam Bira,KUKU$,Bam Bam Bira,37.0,2025-04-05,2025,0,"'rap', 'croatian', 'Croatia', 'trap', 'hrvatska'","'rap', 'trap'",110.0,0.3092,1.2368,neutral,Bam Bam Bira KUKU$,2025/12/05
Softcore,The Neighbourhood,Hard To Imagine The Neighbourhood Ever Changing,86.0,2018-11-02,2018,7,"'synthpop', 'alternative', 'indie pop', 'shoegaze', 'alternative rnb'","'synthpop', 'alternative', 'indie pop', 'shoegaze'",94.0,0.2871,0.9964,neutral,Softcore The Neighbourhood,2025/12/05
All My Friends,A Day To Remember,Big Ole Album Vol. 1,64.0,2025-03-21,2025,0,"'post-hardcore', 'pop punk', 'hardcore', 'screamo', 'emocore'","'pop punk', 'hardcore'",112.0,0.1736,1.0777,bright,All My Friends A Day To Remember,2025/12/05
No Stress,Marco Mengoni,MATERIA (TERRA),41.0,2021-12-03,2021,4,"'pop', 'italian', 'X factor', 'italian pop', 'Italians do it better'",'pop',120.0,0.2834,1.2405,neutral,No Stress Marco Mengoni,2025/12/05
SUPEREROI,Mr.Rain,SUPEREROI,54.0,2024-03-01,2024,1,,,136.0,0.2461,1.0252,energetic,SUPEREROI Mr.Rain,2025/12/05
Ballada znad rzeki,Daria Zawiałow,Dziewczyna Pop,38.0,2023-10-20,2023,2,"'pop', 'polish', 'indie pop', 'alternative', 'indie'","'pop', 'indie pop', 'alternative'",117.0,0.1213,0.906,neutral,Ballada znad rzeki Daria Zawiałow,2025/12/05
TANGO,Tananai,"RAVE, ECLISSI",63.0,2022-11-24,2022,3,"'italian', 'indie', 'indie pop', 'urban', 'alternative hip-hop'",'indie pop',129.0,0.2198,0.99,energetic,TANGO Tananai,2025/12/05
Pakiet Platinium,Taco Hemingway,1-800-OŚWIECENIE,52.0,2023-09-21,2023,2,"'rap', 'Hip-Hop', 'polish', 'alternative rap', 'conscious hip-hop'","'rap', 'Hip-Hop', 'alternative rap'",133.0,0.1881,1.3107,energetic,Pakiet Platinium Taco Hemingway,2025/12/05
Immortals,Fall Out Boy,American Beauty/American Psycho,77.0,2015-01-16,2015,10,"'rock', 'Soundtrack', 'pop rock', 'pop punk', 'big hero 6'","'rock', 'Soundtrack', 'pop punk'",108.0,0.1646,1.1381,bright,Immortals Fall Out Boy,2025/12/05
Szybkie tempo,Wiktor Dyduła,Szybkie tempo,48.0,2025-04-04,2025,0,"'alternative', 'indie', 'poland', 'indie rock', 'poland indie'","'alternative', 'indie rock'",123.0,0.2685,1.2053,energetic,Szybkie tempo Wiktor Dyduła,2025/12/05
Scarabocchi,Olly,TUTTA VITA,70.0,2024-10-25,2024,1,"'italian', 'hip hop', 'Italy', 'italian pop', 'Rapper'",,120.0,0.1845,1.1297,bright,Scarabocchi Olly,2025/12/05
Na Na Na (Na Na Na Na Na Na Na Na Na),My Chemical Romance,Danger Days: The True Lives of the Fabulous Killjoys,71.0,2010-11-19,2010,15,"'punk rock', 'alternative', 'rock', 'punk', 'alternative rock'","'alternative', 'rock', 'punk', 'alternative rock'",110.0,0.0837,0.9962,bright,Na Na Na (Na Na Na Na Na Na Na Na Na) My Chemical Romance,2025/12/05
To nie jest kraj dla kabrioletów,Dwa Sławy,Dobrze by było,33.0,2025-01-23,2025,0,"'rap', 'Hip-Hop', 'polish', 'underground', 'underground rap'","'rap', 'Hip-Hop', 'underground rap'",136.0,0.2901,1.319,energetic,To nie jest kraj dla kabrioletów Dwa Sławy,2025/12/05
paolo,maniviola,paolo,18.0,2024-12-06,2024,1,,,98.0,0.2349,1.4635,neutral,paolo maniviola,2025/12/05
Bad Feeling (Oompa Loompa),Jagwar Twin,Bad Feeling (Oompa Loompa),66.0,2025-03-28,2025,0,"'american', 'pop', 'pixel', 'USA', 'vocaloid'",'pop',96.0,0.2424,1.2977,bright,Bad Feeling (Oompa Loompa) Jagwar Twin,2025/12/05
Movimento lento (feat. Federico Rossi),Annalisa,Nuda10 (Deluxe Edition),54.0,2021-05-28,2021,4,"'pop', 'italian', 'female vocalists', 'sanremo', 'amici'",'pop',99.0,0.2702,1.3367,bright,Movimento lento (feat. Federico Rossi) Annalisa,2025/12/05
Saturday Sun,Vance Joy,Nation of Two,68.0,2018-02-23,2018,7,"'folk', 'indie', 'australian', 'singer-songwriter', 'acoustic'",,133.0,0.2615,1.0626,energetic,Saturday Sun Vance Joy,2025/12/05
Greek Tragedy,The Wombats,Glitterbug,62.0,2021-01-15,2021,4,"'indie', 'indie rock', 'british', 'britpop', 'rock'","'indie rock', 'britpop', 'rock'",94.0,0.2888,1.0156,neutral,Greek Tragedy The Wombats,2025/12/05
DISCO PARADISE,Fedez,DISCO PARADISE,58.0,2023-05-25,2023,2,"'italian', 'pop rap', 'hip house', 'pop', 'Hip-Hop'","'pop rap', 'hip house', 'pop', 'Hip-Hop'",123.0,0.2914,1.2656,energetic,DISCO PARADISE Fedez,2025/12/05
Lost The Game,Two Feet,Pink,59.0,2020-03-13,2020,5,"'indie', 'blues rock', 'electronic', 'american', 'Jazz and Blues'","'blues rock', 'electronic'",91.0,0.2163,0.965,neutral,Lost The Game Two Feet,2025/12/05
La Nuova Stella Di Broadway,Cesare Cremonini,La Teoria Dei Colori,68.0,2012-01-01,2012,13,"'italian', 'pop', 'italian pop', 'cantautori', 'singer-songwriter'",'pop',140.0,0.1554,0.9117,energetic,La Nuova Stella Di Broadway Cesare Cremonini,2025/12/05
