Track name,Artist name,Album,Spotify Popularity,Spotify Release Date,Spotify Release Year,Track Age,Tags,Genres,bpm,energy,danceability,mood,Track Artist,Update_date
I KNOW ?,Travis Scott,UTOPIA,83.0,2023-07-28,2023,1,"'Hip-Hop', 'rap', 'trap', 'hip hop', 'american'","'Hip-Hop', 'rap', 'trap'",117.0,0.2359,1.1861,neutral,I KNOW ? Travis Scott,2025/11/30
I Like You (A Happier Song) (with Doja Cat),Post Malone,Twelve Carat Toothache,79.0,2022-06-03,2022,2,"'Hip-Hop', 'rap', 'trap', 'cloud rap', 'pop'","'Hip-Hop', 'rap', 'trap', 'pop'",100.0,0.2387,1.1921,neutral,I Like You (A Happier Song) (with Doja Cat) Post Malone,2025/11/30
I Love You So,The Walters,I Love You So,89.0,2014-11-28,2014,10,"'indie rock', 'indie', 'indie pop', 'blues rock', 'USA'","'indie rock', 'indie pop', 'blues rock'",152.0,0.2224,0.9229,energetic,I Love You So The Walters,2025/11/30
I Miss the Misery,Halestorm,The Strange Case of...,67.0,2012-04-03,2012,12,"'metal', 'rock', 'hard rock', 'female vocalists', 'female vocalist'","'metal', 'rock', 'hard rock'",110.0,0.2846,0.9823,neutral,I Miss the Misery Halestorm,2025/11/30
I Need A Dollar,Aloe Blacc,Good Things,71.0,2010-09-28,2010,14,"'soul', 'Hip-Hop', 'Neo-Soul', 'Stones throw', 'seen live'","'soul', 'Hip-Hop', 'Neo-Soul'",95.0,0.196,1.1455,neutral,I Need A Dollar Aloe Blacc,2025/11/30
I Put A Spell On You (Fifty Shades of Grey) - From Fifty Shades Of Grey Soundtrack,Annie Lennox,Fifty Shades Of Grey (Original Motion Picture Soundtrack),66.0,2015-02-09,2015,8,"'female vocalists', 'pop', '80s', 'singer-songwriter', 'rock'","'pop', 'rock'",176.0,0.1825,1.0384,energetic,I Put A Spell On You (Fifty Shades of Grey) - From Fifty Shades Of Grey Soundtrack Annie Lennox,2025/11/30
"I P’ ME, TU P’ TE",Geolier,"I P’ ME, TU P’ TE",66.0,2024-06-07,2024,0,'MySpotigramBot',,117.0,0.2447,1.1237,bright,"I P’ ME, TU P’ TE Geolier",2025/11/30
I Remember Everything (feat. Kacey Musgraves),Zach Bryan,I Remember Everything (feat. Kacey Musgraves),88.0,2023-08-25,2023,1,"'country', 'singer-songwriter', 'americana', 'Alt-country', 'country rock'","'country', 'americana', 'country rock'",156.0,0.2104,0.9306,energetic,I Remember Everything (feat. Kacey Musgraves) Zach Bryan,2025/11/30
I See Fire - From The Hobbit - The Desolation Of Smaug,Ed Sheeran,The Hobbit - The Desolation Of Smaug (Original Motion Picture Soundtrack / Special Edition),40.0,2022-02-11,2022,1,"'acoustic', 'british', 'singer-songwriter', 'easy-listening', 'pop'",'pop',152.0,0.0716,0.8758,energetic,I See Fire - From The Hobbit - The Desolation Of Smaug Ed Sheeran,2025/11/30
I Swear,The Minions,Despicable Me 2 (Original Motion Picture Soundtrack),61.0,2013-06-18,2013,11,"'beautiful', 'funny', 'love at first listen'",,165.0,0.1033,0.9461,energetic,I Swear The Minions,2025/11/30
I WANNA BE YOUR SLAVE,Måneskin,Teatro d'ira - Vol. I,84.0,2021-03-19,2021,2,"'rock', 'glam rock', 'italian', 'seen live', 'alternative rock'","'rock', 'glam rock', 'alternative rock'",134.0,0.2152,1.2359,energetic,I WANNA BE YOUR SLAVE Måneskin,2025/11/30
I Wanna Be Yours,Arctic Monkeys,AM,93.0,2013-09-09,2013,11,"'indie rock', 'indie', 'british', 'rock', 'alternative'","'indie rock', 'rock', 'alternative'",134.0,0.1772,0.9252,energetic,I Wanna Be Yours Arctic Monkeys,2025/11/30
I Was Made For Lovin' You,KISS,Dynasty,86.0,1979-03-23,1979,44,"'hard rock', 'classic rock', 'glam rock', 'rock', '80s'","'hard rock', 'glam rock', 'rock'",128.0,0.1797,1.2295,energetic,I Was Made For Lovin' You KISS,2025/11/30
I wszystko dobrze już,"Hurra, śpiewamy",I wszystko dobrze już,30.0,2023-02-17,2023,0,,,165.0,0.1582,1.171,energetic,"I wszystko dobrze już Hurra, śpiewamy",2025/11/30
I'm Good (Blue),David Guetta,I'm Good (Blue),88.0,2022-08-26,2022,1,"'House', 'dance', 'electronic', 'club', 'techno'","'House', 'electronic', 'techno'",128.0,0.2932,1.0161,energetic,I'm Good (Blue) David Guetta,2025/11/30
I'm Not Okay (I Promise),My Chemical Romance,Three Cheers for Sweet Revenge,79.0,2004-06-08,2004,20,"'emo', 'rock', 'my chemical romance', 'alternative', 'punk'","'rock', 'alternative', 'punk'",120.0,0.2132,1.0239,neutral,I'm Not Okay (I Promise) My Chemical Romance,2025/11/30
IMMORTALI,Mr.Rain,Pianeta di Miller,26.0,2024-03-01,2024,0,,,115.0,0.2879,1.2338,bright,IMMORTALI Mr.Rain,2025/11/30
INDUSTRY BABY (feat. Jack Harlow),Lil Nas X,INDUSTRY BABY (feat. Jack Harlow),77.0,2021-07-23,2021,3,"'Hip-Hop', 'rap', 'trap', 'country rap', 'seen live'","'Hip-Hop', 'rap', 'trap', 'country rap'",148.0,0.1687,1.1946,energetic,INDUSTRY BABY (feat. Jack Harlow) Lil Nas X,2025/11/30
IO T’O GIUR’ (feat. Sfera Ebbasta),Geolier,DIO LO SA,68.0,2024-06-07,2024,0,,,120.0,0.2459,1.0686,bright,IO T’O GIUR’ (feat. Sfera Ebbasta) Geolier,2025/11/30
ITALODISCO,The Kolors,ITALODISCO,71.0,2023-05-05,2023,0,"'funk', 'italian', 'pop', 'indie pop', 'electronic'","'funk', 'pop', 'indie pop', 'electronic'",122.0,0.2641,1.257,energetic,ITALODISCO The Kolors,2025/11/30
Igual Que Un Ángel (with Peso Pluma),Kali Uchis,ORQUÍDEAS,80.0,2024-01-12,2024,0,"'rnb', 'Neo-Soul', 'soul', 'seen live', 'pop'","'Neo-Soul', 'soul', 'pop'",108.0,0.1981,1.1548,bright,Igual Que Un Ángel (with Peso Pluma) Kali Uchis,2025/11/30
Il cielo in una stanza,Mike Patton,Mondo cane,48.0,2011-03-01,2011,13,"'experimental', 'Avant-Garde', 'mike patton', 'alternative', 'rock'","'Avant-Garde', 'alternative', 'rock'",120.0,0.1099,1.0276,neutral,Il cielo in una stanza Mike Patton,2025/11/30
In Italia 2024 (feat. Emma & Baby Gang),Fabri Fibra,In Italia 2024 (feat. Emma & Baby Gang),61.0,2024-02-23,2024,0,'MySpotigramBot',,161.0,0.2486,1.1604,energetic,In Italia 2024 (feat. Emma & Baby Gang) Fabri Fibra,2025/11/30
In Private,Dusty Springfield,Reputation & Rarities,52.0,1990,1990,33,"'soul', 'female vocalists', '60s', 'pop', 'oldies'","'soul', 'pop'",128.0,0.0575,1.1011,energetic,In Private Dusty Springfield,2025/11/30
In The Kitchen,Giulio Cercato,In The Kitchen,66.0,2022-11-11,2022,2,"'electrofunk', 'electrodisco', 'seek-cantfind'",,125.0,0.1456,1.5637,energetic,In The Kitchen Giulio Cercato,2025/11/30
In a Manner of Speaking,Nouvelle Vague,Nouvelle vague,69.0,2004-05-11,2004,20,"'Bossa Nova', 'french', 'female vocalists', 'chillout', 'indie'",'Bossa Nova',120.0,0.1485,1.1102,neutral,In a Manner of Speaking Nouvelle Vague,2025/11/30
In the Night,Saun & Starr,Look Closer,75.0,2015-08-28,2015,9,"'soul', 'rhythm and blues', 'USA', 'Daptone Records', 'indie'",'soul',99.0,0.1431,0.9715,neutral,In the Night Saun & Starr,2025/11/30
Inferno,Amaranthe,Inferno,44.0,2018-10-19,2018,6,"'heavy metal', 'Awesome', 'Favorite', 'Power metal', '2010s'","'heavy metal', 'Power metal'",134.0,0.2304,1.192,energetic,Inferno Amaranthe,2025/11/30
Intolewd,Matt Maltese,Krystal,67.0,2020-11-20,2020,4,"'pop', 'indie pop', 'singer-songwriter', 'indie', 'british'","'pop', 'indie pop'",85.0,0.1427,0.965,neutral,Intolewd Matt Maltese,2025/11/30
Introduction,Jane Austen,Pride and Prejudice (Unabridged),0.0,2012-04-28,2012,12,,,125.0,0.0538,1.3483,energetic,Introduction Jane Austen,2025/11/30
Ironic - 2015 Remaster,Alanis Morissette,Jagged Little Pill (2015 Remaster),77.0,1995,1995,29,"'rock', 'alternative rock', 'pop rock', 'a', 'if this were a pokemon i would catch it'","'rock', 'alternative rock'",115.0,0.1052,1.0604,neutral,Ironic - 2015 Remaster Alanis Morissette,2025/11/30
Is It Over Now? (Taylor's Version) (From The Vault),Taylor Swift,1989 (Taylor's Version) [Deluxe],78.0,2023-10-26,2023,1,"'country', 'pop', 'female vocalists', 'singer-songwriter', 'acoustic'","'country', 'pop'",100.0,0.1228,1.0432,neutral,Is It Over Now? (Taylor's Version) (From The Vault) Taylor Swift,2025/11/30
Island of Dreams,The Springfields,Silver Threads and Golden Needles (Singles & EPs 1961-1962),32.0,1980-01-01,1980,43,"'Sarah Records', 'twee', 'indie pop', 'pop', '60s'","'indie pop', 'pop'",128.0,0.2607,0.9904,energetic,Island of Dreams The Springfields,2025/11/30
It Ain't Right,Jenova Collective,Champagne Machine,17.0,2014-02-17,2014,10,,,122.0,0.1956,1.2217,energetic,It Ain't Right Jenova Collective,2025/11/30
It Don’t Matter - Spotify Singles,Alok,It Don’t Matter - Spotify Singles,55.0,2021-05-07,2021,2,"'electronic', 'brazilian', 'EDM', 'dance', 'House'","'electronic', 'brazilian', 'House'",117.0,0.2685,1.2016,bright,It Don’t Matter - Spotify Singles Alok,2025/11/30
It's Amazing - (Album Version),Jem,Down to Earth,38.0,2008,2008,15,"'female vocalists', 'pop', 'indie', 'alternative', 'electronic'","'pop', 'alternative', 'electronic'",99.0,0.2052,0.9731,neutral,It's Amazing - (Album Version) Jem,2025/11/30
"Ivan, Boris et moi",Marie Laforêt,Marie,40.0,2020-03-19,2020,3,"'french', 'female vocalists', 'chanson francaise', 'ye-ye', 'french 60s'",,131.0,0.1156,1.1507,energetic,"Ivan, Boris et moi Marie Laforêt",2025/11/30
Jailhouse Blues,Smokey Joe & The Kid,Smokid Inc.,40.0,2015-07-14,2015,9,,,148.0,0.2518,1.0869,energetic,Jailhouse Blues Smokey Joe & The Kid,2025/11/30
Jak dobrze,Krzysztof Zalewski,Złoto,32.0,2016-11-18,2016,7,"'seen live', 'rock', 'polish', 'hard rock', 'alternative rock'","'rock', 'hard rock', 'alternative rock'",161.0,0.1941,1.1173,energetic,Jak dobrze Krzysztof Zalewski,2025/11/30
Jak w filmie,Sarsa,Jak w filmie,49.0,2024-12-30,2024,0,"'pop', 'polish', 'female vocalists', 'poland', 'seen live'",'pop',102.0,0.1724,1.1398,bright,Jak w filmie Sarsa,2025/11/30
Jarzębina,Łucja Prus,Bal Baloników,17.0,2001-12-31,2001,22,,,128.0,0.1338,0.7992,energetic,Jarzębina Łucja Prus,2025/11/30
Jason,The Midnight,Endless Summer,56.0,2016-08-01,2016,8,"'pop', 'synthpop'","'pop', 'synthpop'",108.0,0.1793,1.1828,bright,Jason The Midnight,2025/11/30
Jeden Taki Dzień,Slums Attack,Fturując,35.0,2003-11-01,2003,20,"'Hip-Hop', 'rap', 'polish', 'polish hip-hop', 'hip hop'","'Hip-Hop', 'rap'",115.0,0.2145,1.1738,neutral,Jeden Taki Dzień Slums Attack,2025/11/30
Jelonek,Jelonek,Jelonek,2.0,2014-03-21,2014,10,,,125.0,0.111,1.0829,energetic,Jelonek Jelonek,2025/11/30
Jesień – Tańcuj (z filmu „Chłopi”),L.U.C.,Jesień – Tańcuj (z filmu „Chłopi”),55.0,2023-10-06,2023,1,"'trip-hop', 'experimental', 'jazz', 'polish', 'hip hop'","'trip-hop', 'jazz'",131.0,0.2216,1.0302,energetic,Jesień – Tańcuj (z filmu „Chłopi”) L.U.C.,2025/11/30
"Jesień, Jesień, Jesieniucha",Łucja Prus,Bal Baloników,21.0,2001-12-31,2001,22,,,,0.1354,0.9421,unknown,"Jesień, Jesień, Jesieniucha Łucja Prus",2025/11/30
Jest nas więcej,Agnieszka Chylińska,Never Ending Sorry,33.0,2022-10-28,2022,1,"'rock', 'polish', 'female vocalists', 'hard rock', 'polish rock'","'rock', 'hard rock'",110.0,0.258,1.0834,neutral,Jest nas więcej Agnieszka Chylińska,2025/11/30
Jest tylko teraz,Męskie Granie Orkiestra,"Jest tylko teraz (feat. Bedoes, Krzysztof Zalewski & Kwiat Jabłoni)",48.0,2022-05-31,2022,1,"'seen live', 'polish', 'rock', 'alternative rock', 'polish rock'","'rock', 'alternative rock'",110.0,0.1881,1.2367,bright,Jest tylko teraz Męskie Granie Orkiestra,2025/11/30
Jestem Twoją Bajką,Kleks,Jestem Twoją Bajką,57.0,2023-12-01,2023,0,,,106.0,0.1335,0.9221,neutral,Jestem Twoją Bajką Kleks,2025/11/30
Jeszcze będzie przepięknie,Tilt,Czad Kommando Tilt,46.0,2000-12-31,2000,23,"'punk rock', 'punk', 'polish', 'trance', 'rock'","'punk', 'trance', 'rock'",152.0,0.1629,1.0151,energetic,Jeszcze będzie przepięknie Tilt,2025/11/30
Jeszcze w zielone gramy - piosenka z filmu Plan B,Daria Zawiałow,Jeszcze w zielone gramy - piosenka z filmu Plan B,44.0,2017-12-01,2017,6,"'polish', 'electronic', 'pop', 'seen live', 'alternative'","'electronic', 'pop', 'alternative'",141.0,0.2546,1.0281,energetic,Jeszcze w zielone gramy - piosenka z filmu Plan B Daria Zawiałow,2025/11/30
Jeśli nie rozjadą nas czołgi,Happysad,Wszystko jedno,36.0,2004,2004,19,"'rock', 'polish', 'alternative', 'polish rock', 'punk rock'","'rock', 'alternative'",104.0,0.1908,1.0169,neutral,Jeśli nie rozjadą nas czołgi Happysad,2025/11/30
Joker And The Thief,Wolfmother,Wolfmother,64.0,2005-01-01,2005,19,"'rock', 'hard rock', 'Stoner Rock', 'seen live', 'australian'","'rock', 'hard rock'",152.0,0.3451,1.0261,energetic,Joker And The Thief Wolfmother,2025/11/30
Jump Around,House Of Pain,House of Pain (Fine Malt Lyrics),78.0,2022-07-22,2022,1,"'Hip-Hop', 'rap', 'old school', 'hip hop', 'alternative'","'Hip-Hop', 'rap', 'alternative'",106.0,0.2183,1.2957,bright,Jump Around House Of Pain,2025/11/30
Junk Of The Heart (Happy),The Kooks,Junk Of The Heart,65.0,2011-01-01,2011,13,"'indie', 'indie rock', 'british', 'makes me happy', 'happy'",'indie rock',144.0,0.2088,1.0039,energetic,Junk Of The Heart (Happy) The Kooks,2025/11/30
Just A Girl,No Doubt,Tragic Kingdom,77.0,1995-10-10,1995,28,"'rock', 'pop', 'ska', 'alternative', 'female vocalists'","'rock', 'pop', 'ska', 'alternative'",108.0,0.2115,1.0684,neutral,Just A Girl No Doubt,2025/11/30
Just Give Me a Reason (feat. Nate Ruess),P!nk,The Truth About Love,87.0,2012-09-18,2012,11,"'pop', '2013', 'P!nk', 'best of 2012', 'Ballad'",'pop',95.0,0.1573,0.9997,neutral,Just Give Me a Reason (feat. Nate Ruess) P!nk,2025/11/30
Just Like a Pill,P!nk,M!ssundaztood (Expanded Edition),72.0,2001,2001,22,"'pop', 'pop rock', 'rock', 'female vocalists', 'pink'","'pop', 'rock'",102.0,0.1915,1.1038,bright,Just Like a Pill P!nk,2025/11/30
Just My Imagination,The Cranberries,Bury The Hatchet,66.0,1999-04-19,1999,24,"'rock', 'female vocalists', 'irish', 'alternative', '90s'","'rock', 'alternative'",100.0,0.2016,0.9966,bright,Just My Imagination The Cranberries,2025/11/30
Just The Two of Us,Kauai45,Just The Two of Us,62.0,2020-11-20,2020,4,,,110.0,0.1447,1.0181,neutral,Just The Two of Us Kauai45,2025/11/30
Just Wanna Rock,Lil Uzi Vert,Just Wanna Rock,74.0,2022-10-17,2022,2,"'trap', 'rap', 'Hip-Hop', 'hip hop', 'emo rap'","'trap', 'rap', 'Hip-Hop'",148.0,0.2107,1.0611,energetic,Just Wanna Rock Lil Uzi Vert,2025/11/30
Jutro Spróbujemy Jeszcze Raz,KARAŚ/ROGUCKI,Czułe Kontyngenty,44.0,2022-09-23,2022,1,,,131.0,0.0819,1.0941,energetic,Jutro Spróbujemy Jeszcze Raz KARAŚ/ROGUCKI,2025/11/30
Kai Tangata,Alien Weaponry,Tū,51.0,2018-06-01,2018,6,"'heavy metal', 'maori', 'thrash metal', 'music to hunt people for sport to'","'heavy metal', 'thrash metal'",122.0,0.2457,1.0478,energetic,Kai Tangata Alien Weaponry,2025/11/30
Kaktus,Bovska,Kaktus,43.0,2016-03-11,2016,8,"'polish', 'movie song', '2016 single'",,134.0,0.2158,1.1101,energetic,Kaktus Bovska,2025/11/30
Kara,Rozen,Rozen,12.0,2021-04-16,2021,3,,,144.0,0.1439,0.9012,energetic,Kara Rozen,2025/11/30
Katchi - Ofenbach vs. Nick Waterhouse,Ofenbach,Katchi (Ofenbach vs. Nick Waterhouse),67.0,2017-08-25,2017,6,"'electronic', 'dance', 'pop', 'House', 'french'","'electronic', 'pop', 'House'",125.0,0.2477,1.2194,energetic,Katchi - Ofenbach vs. Nick Waterhouse Ofenbach,2025/11/30
Kids in Love,P!nk,TRUSTFALL,56.0,2023-02-17,2023,0,"'folk', 'folk-pop'",,102.0,0.2202,1.0877,neutral,Kids in Love P!nk,2025/11/30
Kiedy płyną,My Riot,Sweet Noise,6.0,2011-09-13,2011,13,"'electronic', 'punk', 'alternative', 'polish', 'My Riot'","'electronic', 'punk', 'alternative'",112.0,0.2205,1.239,bright,Kiedy płyną My Riot,2025/11/30
Kilka westchnień,KARAŚ/ROGUCKI,Ostatni Bastion Romantyzmu,53.0,2020-02-14,2020,3,"'alternative', 'seen live', 'polish', 'poland', 'polskie'",'alternative',128.0,0.0396,1.2518,neutral,Kilka westchnień KARAŚ/ROGUCKI,2025/11/30
Kill Bill,Daria ze Śląska,Tu była,50.0,2023-04-21,2023,1,,,88.0,0.189,1.1117,neutral,Kill Bill Daria ze Śląska,2025/11/30
Kill Bill,SZA,SOS,81.0,2022-12-09,2022,2,"'rnb', 'soul', 'electronic', 'alternative rnb', 'female vocalists'","'soul', 'electronic'",102.0,0.1261,1.1161,neutral,Kill Bill SZA,2025/11/30
King for a Day,Battle Beast,Bringer of Pain,56.0,2017-02-17,2017,7,"'heavy metal', 'metal', '80s', 'finnish', 'Power metal'","'heavy metal', 'metal', 'Power metal'",104.0,0.1772,0.961,neutral,King for a Day Battle Beast,2025/11/30
Kings & Queens,Ava Max,Heaven & Hell,81.0,2020-09-18,2020,3,"'pop', 'electropop', 'female vocalists', 'american', 'electronic'","'pop', 'electropop', 'electronic'",131.0,0.3047,1.1669,energetic,Kings & Queens Ava Max,2025/11/30
Kiss,Prince,Parade - Music from the Motion Picture Under the Cherry Moon,65.0,2021-10-01,2021,2,"'funk', 'pop', 'soul', '80s', 'rock'","'funk', 'pop', 'soul', 'rock'",112.0,0.0874,1.5248,bright,Kiss Prince,2025/11/30
Kiss Me,Ed Sheeran,+,86.0,1997-11-22,1997,26,"'acoustic', 'british', 'singer-songwriter', 'easy-listening', 'pop'",'pop',148.0,0.1471,0.9233,energetic,Kiss Me Ed Sheeran,2025/11/30
Kiss Me More (feat. SZA),Doja Cat,Kiss Me More (feat. SZA),85.0,2021-06-25,2021,3,"'pop', 'rnb', 'rap', 'Hip-Hop', 'hip hop'","'pop', 'rap', 'Hip-Hop'",110.0,0.1759,1.1716,neutral,Kiss Me More (feat. SZA) Doja Cat,2025/11/30
Koala's Lament - Instrumental,Lovage,Music to Make Love to Your Old Lady By (Instrumental),22.0,2001-11-06,2001,23,"'trip-hop', 'downtempo', 'electronic', 'mike patton', 'chillout'","'trip-hop', 'downtempo', 'electronic'",95.0,0.2145,1.1098,neutral,Koala's Lament - Instrumental Lovage,2025/11/30
Kocham wolność - Live,Chłopcy Z Placu Broni,Krzyż,38.0,1991-01-01,1991,32,"'rock', 'polish', 'classic rock', 'polish rock', 'polskie'",'rock',152.0,0.0484,1.1444,bright,Kocham wolność - Live Chłopcy Z Placu Broni,2025/11/30
Kolorowe kredki,Łucja Prus,Bal Baloników,28.0,2001-12-31,2001,22,,,104.0,0.1224,0.8867,neutral,Kolorowe kredki Łucja Prus,2025/11/30
Kometa,Kwiat Jabłoni,Kometa,47.0,2021-02-05,2021,3,"'seen live', 'folk', 'polish', 'indie', 'pop'",'pop',110.0,0.1275,0.884,neutral,Kometa Kwiat Jabłoni,2025/11/30
Koniec Lata (z filmu „Chłopi”),L.U.C.,Koniec Lata (z filmu „Chłopi”),51.0,2023-11-06,2023,1,"'trip-hop', 'experimental', 'jazz', 'polish', 'hip hop'","'trip-hop', 'jazz'",110.0,0.216,1.0431,neutral,Koniec Lata (z filmu „Chłopi”) L.U.C.,2025/11/30
Koop Island Blues,Koop,Koop Islands,63.0,2006-10-03,2006,18,"'jazz', 'chillout', 'acid jazz', 'downtempo', 'electronic'","'jazz', 'acid jazz', 'downtempo', 'electronic'",156.0,0.0391,1.1065,neutral,Koop Island Blues Koop,2025/11/30
Kosmiczne Energie,Ralph Kaminski,Młodość,50.0,2019-11-22,2019,5,,,131.0,0.1726,0.9624,energetic,Kosmiczne Energie Ralph Kaminski,2025/11/30
Koszulka,Dawid Tyszkowski,Koszulka,53.0,2022-04-21,2022,2,"'poland', 'indie', 'indie pop', 'singer-songwriter', 'polish'",'indie pop',102.0,0.1324,1.0846,neutral,Koszulka Dawid Tyszkowski,2025/11/30
Kraków,Myslovitz,Miłość w czasach popkultury,42.0,1999,1999,24,"'polish', 'rock', 'alternative rock', 'alternative', 'polish rock'","'rock', 'alternative rock', 'alternative'",144.0,0.1531,0.9345,energetic,Kraków Myslovitz,2025/11/30
Kto powie mi jak,Kwiat Jabłoni,Niemożliwe,51.0,2019-02-01,2019,5,"'seen live', 'folk', 'polish', 'indie', 'pop'",'pop',104.0,0.1588,1.125,neutral,Kto powie mi jak Kwiat Jabłoni,2025/11/30
Kundel,Artur Rojek,Kundel,33.0,2020-03-13,2020,4,,,110.0,0.2621,1.1637,bright,Kundel Artur Rojek,2025/11/30
Kurier,Krzysztof Zalewski,Kurier,44.0,2019-01-16,2019,4,"'seen live', 'rock', 'polish', 'hard rock', 'alternative rock'","'rock', 'hard rock', 'alternative rock'",99.0,0.1826,1.1042,bright,Kurier Krzysztof Zalewski,2025/11/30
Kvitravn,Wardruna,Kvitravn,48.0,2021-01-22,2021,3,,,125.0,0.2283,0.9019,energetic,Kvitravn Wardruna,2025/11/30
L'ULTIMA POESIA (feat. Ultimo),Geolier,L'ULTIMA POESIA (feat. Ultimo),64.0,2024-06-07,2024,0,,,148.0,0.247,1.0476,energetic,L'ULTIMA POESIA (feat. Ultimo) Geolier,2025/11/30
LADY GAGA,Peso Pluma,GÉNESIS,81.0,2023-06-29,2023,1,"'mexico', 'Reggaeton', 'Corridos tumbados', 'corrido tumbado', 'corridos belicos'",,141.0,0.2405,1.1931,energetic,LADY GAGA Peso Pluma,2025/11/30
LUNA,Feid,FERXXOCALIPSIS,52.0,2025-04-18,2025,0,"'Reggaeton', 'latin', 'Colombia', 'seen live', 'pop'","'latin', 'pop'",134.0,0.2677,1.2433,energetic,LUNA Feid,2025/11/30
LUNCH,Billie Eilish,HIT ME HARD AND SOFT,87.0,2024-05-17,2024,0,"'pop', 'indie pop', 'seen live', 'electropop', 'indie'","'pop', 'indie pop', 'electropop'",125.0,0.1824,1.1337,energetic,LUNCH Billie Eilish,2025/11/30
La Diabla,Xavi,La Diabla,76.0,2012-08-27,2012,12,"'pop', 'Reggaeton', 'regional mexican', 'electronic', 'singer-songwriter'","'pop', 'electronic'",131.0,0.2639,1.2754,energetic,La Diabla Xavi,2025/11/30
La bambola,Ennio Morricone,Veruschka - Poesia di una donna (Original Motion Picture Soundtrack),44.0,1998-11-04,1998,26,"'Soundtrack', 'instrumental', 'Classical', 'composer', 'italian'","'Soundtrack', 'instrumental', 'Classical'",105.0,0.1707,0.8013,neutral,La bambola Ennio Morricone,2025/11/30
La petite mort,KARAŚ/ROGUCKI,Ostatni Bastion Romantyzmu,41.0,2020-02-14,2020,3,,,110.0,0.2394,1.1176,neutral,La petite mort KARAŚ/ROGUCKI,2025/11/30
Lambada - Original Radio Edit,Kaoma,World Beat,58.0,1989,1989,34,"'latin', 'dance', '80s', 'brazilian', 'world'","'latin', 'brazilian', 'world'",120.0,0.0913,1.3789,bright,Lambada - Original Radio Edit Kaoma,2025/11/30
Last Night,Morgan Wallen,3 Songs At A Time Sampler,63.0,2024-06-14,2024,0,"'country', 'racist', 'country pop', 'the voice', 'contemporary country'","'country', 'country pop', 'contemporary country'",102.0,0.1841,1.0174,bright,Last Night Morgan Wallen,2025/11/30
